令和６（２０２４）年　社会医療診療行為別統計　令和６年８月審査分,,,,,,,,,,
診療行為の状況　医科診療　第１８表　医科診療　回数・点数，診療行為（細分類）、入院－入院外別,,,,,,,,,,
注：１）表側欄内の数字は固定点数である。,,,,,,,,,,
注：２）＊がついている診療行為の回数は再掲である。,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,
注：４）総数には、入院時食事・生活療養を含まない。,,,,,,,,,,
注：５）「結核病棟特別入院基本料」には、特定機能病院の特別入院基本料を含む。,,,,,,,,,,
注：６）「薬剤料（診療識別80）」は、リハビリテーション及び精神科専門療法の薬剤料である。,,,,,,,,,,
注：７）「特定保険医療材料料（診療識別80）　酸素料」は、精神科専門療法の酸素料である。,,,,,,,,,,
注：８）「特定保険医療材料料（診療識別80）　酸素料以外」は、精神科専門療法及び放射線治療の特定保険医療材料料である。,,,,,,,,,,
注：９）「造血幹細胞移植　提供者の療養上の費用」には、骨髄移植及び末梢血管細胞移植における提供者の療養上の費用を含む。,,,,,,,,,,
,,,,,総数,総数,入院,入院,入院外,入院外
,,,,,回数,点数,回数,点数,回数,点数
診療行為１,診療行為２,診療行為３,固定点数,再掲,回,点,回,点,回,点
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　上行大動脈及び弓部大動脈の同時手術　自己弁温存型大動脈基部置換術,243580 ,,1 ,243580 ,1 ,243580 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　上行大動脈及び弓部大動脈の同時手術　その他のもの,171760 ,,157 ,26966320 ,157 ,26966320 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　下行大動脈,89250 ,,45 ,4016250 ,45 ,4016250 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　胸腹部大動脈,249750 ,,41 ,10239750 ,41 ,10239750 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　腹部大動脈（分枝血管の再建を伴うもの）,59080 ,,241 ,14238280 ,241 ,14238280 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　腹部大動脈（その他のもの）,52000 ,,269 ,13988000 ,269 ,13988000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　心臓弁再置換術　加算（１弁）,42750 ,*,14 ,598500 ,14 ,598500 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　心臓弁再置換術　加算（２弁）,50100 ,*,1 ,50100 ,1 ,50100 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈瘤切除術（吻合又は移植を含む）　心臓弁再置換術　加算（３弁）,57255 ,*,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　弓部大動脈,114510 ,,58 ,6641580 ,58 ,6641580 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　上行大動脈及び弓部大動脈の同時手術　大動脈弁置換術又は形成術を伴うもの,187370 ,,10 ,1873700 ,10 ,1873700 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　上行大動脈及び弓部大動脈の同時手術　人工弁置換術を伴う大動脈基部置換術,210790 ,,6 ,1264740 ,6 ,1264740 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　上行大動脈及び弓部大動脈の同時手術　自己弁温存型大動脈基部置換術,243580 ,,5 ,1217900 ,5 ,1217900 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　上行大動脈及び弓部大動脈の同時手術　その他のもの,171760 ,,151 ,25935760 ,151 ,25935760 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,オープン型ステントグラフト内挿術　下行大動脈,89250 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ステントグラフト内挿術　１　血管損傷の場合,43830 ,,24 ,1051920 ,24 ,1051920 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ステントグラフト内挿術　２　１以外の場合　胸部大動脈,56560 ,,474 ,26809440 ,474 ,26809440 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ステントグラフト内挿術　２　１以外の場合　腹部大動脈,49440 ,,1085 ,53642400 ,1085 ,53642400 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ステントグラフト内挿術　２　１以外の場合　腸骨動脈,43830 ,,183 ,8020890 ,183 ,8020890 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,動脈管開存症手術　経皮的動脈管開存閉鎖術,22780 ,,29 ,660620 ,29 ,660620 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,動脈管開存症手術　動脈管開存閉鎖術（直視下）,22000 ,,11 ,242000 ,11 ,242000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,胸腔鏡下動脈管開存閉鎖術,27400 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈絞扼術,39410 ,,27 ,1064070 ,27 ,1064070 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,血管輪又は重複大動脈弓離断手術,43150 ,,5 ,215750 ,5 ,215750 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,巨大側副血管手術（肺内肺動脈統合術）,94420 ,,1 ,94420 ,1 ,94420 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,体動脈肺動脈短絡手術（ブラロック手術，ウォーターストン手術）,50030 ,,18 ,900540 ,18 ,900540 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈縮窄（離断）症手術　単独のもの,57250 ,,8 ,458000 ,8 ,458000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈縮窄（離断）症手術　心室中隔欠損症手術を伴うもの,100200 ,,3 ,300600 ,3 ,300600 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈縮窄（離断）症手術　複雑心奇形手術を伴うもの,173620 ,,1 ,173620 ,1 ,173620 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的大動脈形成術,37430 ,,10 ,374300 ,10 ,374300 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈肺動脈中隔欠損症手術　単独のもの,80840 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈肺動脈中隔欠損症手術　心内奇形手術を伴うもの,97690 ,,1 ,97690 ,1 ,97690 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三尖弁手術（エプスタイン氏奇形，ウール氏病手術）,103640 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈狭窄症手術　肺動脈弁切開術（単独のもの）,35750 ,,1 ,35750 ,1 ,35750 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,純型肺動脈弁閉鎖症手術　肺動脈弁切開術（単独のもの）,35750 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈狭窄症手術　右室流出路形成又は肺動脈形成を伴うもの,83400 ,,29 ,2418600 ,29 ,2418600 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,純型肺動脈弁閉鎖症手術　右室流出路形成又は肺動脈形成を伴うもの,83400 ,,2 ,166800 ,2 ,166800 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的肺動脈弁拡張術,34410 ,,23 ,791430 ,23 ,791430 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的肺動脈形成術,31280 ,,304 ,9509120 ,304 ,9509120 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的肺動脈穿通・拡大術,35080 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈還流異常症手術　部分肺静脈還流異常,50970 ,,6 ,305820 ,6 ,305820 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈還流異常症手術　総肺静脈還流異常　心臓型,109310 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈還流異常症手術　総肺静脈還流異常　その他のもの,129310 ,,4 ,517240 ,4 ,517240 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈形成術,58930 ,,5 ,294650 ,5 ,294650 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心房中隔欠損作成術　経皮的心房中隔欠損作成術　ラシュキンド法,16090 ,,7 ,112630 ,7 ,112630 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心房中隔欠損作成術　経皮的心房中隔欠損作成術　スタティック法,16090 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心房中隔欠損作成術　心房中隔欠損作成術,36900 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心房中隔欠損閉鎖術　単独のもの,39130 ,,48 ,1878240 ,48 ,1878240 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心房中隔欠損閉鎖術　肺動脈弁狭窄を合併するもの,45130 ,,1 ,45130 ,1 ,45130 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的心房中隔欠損閉鎖術,31850 ,,152 ,4841200 ,152 ,4841200 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的卵円孔開存閉鎖術,31850 ,,39 ,1242150 ,39 ,1242150 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,胸腔鏡下心房中隔欠損閉鎖術,69130 ,,2 ,138260 ,2 ,138260 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三心房心手術,68940 ,,1 ,68940 ,1 ,68940 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心室中隔欠損閉鎖術　単独のもの,52320 ,,46 ,2406720 ,46 ,2406720 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心室中隔欠損閉鎖術　肺動脈絞扼術後肺動脈形成を伴うもの,65830 ,,4 ,263320 ,4 ,263320 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心室中隔欠損閉鎖術　大動脈弁形成を伴うもの,66060 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心室中隔欠損閉鎖術　右室流出路形成を伴うもの,71570 ,,5 ,357850 ,5 ,357850 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,バルサルバ洞動脈瘤手術　単独のもの,71570 ,,2 ,143140 ,2 ,143140 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,バルサルバ洞動脈瘤手術　大動脈閉鎖不全症手術を伴うもの,85880 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,右室二腔症手術,80490 ,,3 ,241470 ,3 ,241470 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不完全型房室中隔欠損症手術　心房中隔欠損パッチ閉鎖術（単独のもの）,60330 ,,1 ,60330 ,1 ,60330 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不完全型房室中隔欠損症手術　心房中隔欠損パッチ閉鎖術及び弁形成術を伴うもの,66060 ,,3 ,198180 ,3 ,198180 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,完全型房室中隔欠損症手術　心房及び心室中隔欠損パッチ閉鎖術を伴うもの,107350 ,,6 ,644100 ,6 ,644100 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,完全型房室中隔欠損症手術　ファロー四徴症手術を伴うもの,192920 ,,1 ,192920 ,1 ,192920 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ファロー四徴症手術　右室流出路形成術を伴うもの,71000 ,,10 ,710000 ,10 ,710000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ファロー四徴症手術　末梢肺動脈形成術を伴うもの,94060 ,,5 ,470300 ,5 ,470300 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈閉鎖症手術　単独のもの,100200 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈閉鎖症手術　ラステリ手術を伴うもの,173620 ,,11 ,1909820 ,11 ,1909820 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈閉鎖症手術　ラステリ手術を伴うもの　人工血管等再置換術　加算,,*,9 ,781290 ,9 ,781290 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈閉鎖症手術　巨大側副血管術を伴うもの,231500 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両大血管右室起始症手術　単独のもの,85880 ,,1 ,85880 ,1 ,85880 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両大血管右室起始症手術　右室流出路形成を伴うもの,128820 ,,6 ,772920 ,6 ,772920 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両大血管右室起始症手術　心室中隔欠損閉鎖術及び大血管血流転換を伴うもの（タウシッヒ・ビング奇形手術）,192920 ,,1 ,192920 ,1 ,192920 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大血管転位症手術　心房内血流転換手術（マスタード・セニング手術）,114510 ,,1 ,114510 ,1 ,114510 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大血管転位症手術　大血管血流転換術（ジャテーン手術）,144690 ,,2 ,289380 ,2 ,289380 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大血管転位症手術　心室中隔欠損閉鎖術を伴うもの,173620 ,,1 ,173620 ,1 ,173620 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大血管転位症手術　ラステリ手術を伴うもの,154330 ,,2 ,308660 ,2 ,308660 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大血管転位症手術　ラステリ手術を伴うもの　人工血管等再置換術　加算,,*,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,修正大血管転位症手術　心室中隔欠損パッチ閉鎖術,85790 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,修正大血管転位症手術　根治手術（ダブルスイッチ手術）,201630 ,,1 ,201630 ,1 ,201630 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,修正大血管転位症手術　根治手術（ダブルスイッチ手術）　人工血管等再置換術　加算,,*,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,総動脈幹症手術,143860 ,,1 ,143860 ,1 ,143860 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,単心室症手術　両方向性グレン手術,80160 ,,6 ,480960 ,6 ,480960 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三尖弁閉鎖症手術　両方向性グレン手術,80160 ,,2 ,160320 ,2 ,160320 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,単心室症手術　フォンタン手術,85880 ,,13 ,1116440 ,13 ,1116440 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,単心室症手術　フォンタン手術　人工血管等再置換術　加算,,*,1 ,42940 ,1 ,42940 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三尖弁閉鎖症手術　フォンタン手術,85880 ,,1 ,85880 ,1 ,85880 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三尖弁閉鎖症手術　フォンタン手術　人工血管等再置換術　加算,,*,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,単心室症手術　心室中隔造成術,181350 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,三尖弁閉鎖症手術　心室中隔造成術,181350 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,左心低形成症候群手術　(ノルウッド手術),179310 ,,4 ,717240 ,4 ,717240 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,冠動静脈瘻開胸的遮断術,53240 ,,4 ,212960 ,4 ,212960 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,冠動脈起始異常症手術,85880 ,,2 ,171760 ,2 ,171760 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心室憩室切除術,76710 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,心臓脱手術,113400 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈塞栓除去術,48880 ,,12 ,586560 ,12 ,586560 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺動脈血栓内膜摘除術,135040 ,,2 ,270080 ,2 ,270080 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈血栓除去術,39270 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　副伝導路切断術,89250 ,,1 ,89250 ,1 ,89250 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　心室頻拍症手術,147890 ,,2 ,295780 ,2 ,295780 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　メイズ手術,98640 ,,101 ,9962640 ,101 ,9962640 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　左心耳閉鎖術　開胸手術によるもの,37800 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　左心耳閉鎖術　胸腔鏡下によるもの,37800 ,,40 ,1512000 ,40 ,1512000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,不整脈手術　左心耳閉鎖術　経カテーテル的手術によるもの,34930 ,,208 ,7265440 ,208 ,7265440 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,肺静脈隔離術,72230 ,,18 ,1300140 ,18 ,1300140 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的カテーテル心筋焼灼術　心房中隔穿刺又は心外膜アプローチを伴うもの,40760 ,,8959 ,365168840 ,8959 ,365168840 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的カテーテル心筋焼灼術　その他のもの,34370 ,,1878 ,64546860 ,1878 ,64546860 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的カテーテル心筋焼灼術　三次元カラーマッピング　加算,17000 ,*,612 ,10404000 ,612 ,10404000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的カテーテル心筋焼灼術　磁気ナビゲーション　加算,5000 ,*,150 ,750000 ,150 ,750000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的中隔心筋焼灼術,24390 ,,19 ,463410 ,19 ,463410 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,体外ペースメーキング術,3770 ,,1027 ,3871790 ,1018 ,3837860 ,9 ,33930 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ペースメーカー移植術　心筋電極の場合,16870 ,,11 ,185570 ,11 ,185570 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ペースメーカー移植術　経静脈電極の場合,9520 ,,2822 ,26865440 ,2822 ,26865440 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ペースメーカー移植術　リードレスペースメーカーの場合,9520 ,,933 ,8882160 ,933 ,8882160 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,ペースメーカー交換術,4000 ,,1766 ,7064000 ,1751 ,7004000 ,15 ,60000 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型心電図記録計移植術,1260 ,,400 ,504000 ,313 ,394380 ,87 ,109620 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型心電図記録計摘出術,840 ,,170 ,142800 ,96 ,80640 ,74 ,62160 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両心室ペースメーカー移植術　心筋電極の場合,31510 ,,4 ,126040 ,4 ,126040 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両心室ペースメーカー移植術　経静脈電極の場合,31510 ,,83 ,2615330 ,83 ,2615330 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両心室ペースメーカー交換術　心筋電極の場合,5000 ,,2 ,10000 ,2 ,10000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両心室ペースメーカー交換術　経静脈電極の場合,5000 ,,35 ,175000 ,35 ,175000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型除細動器移植術　心筋リードを用いるもの,31510 ,,4 ,126040 ,4 ,126040 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型除細動器移植術　経静脈リードを用いるもの,31510 ,,245 ,7719950 ,245 ,7719950 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型除細動器移植術　皮下植込型リードを用いるもの,24310 ,,93 ,2260830 ,93 ,2260830 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型除細動器交換術　心筋リードを用いるもの,7200 ,,8 ,57600 ,8 ,57600 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型除細動器交換術　その他のもの,7200 ,,254 ,1828800 ,254 ,1828800 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両室ペーシング機能付き植込型除細動器移植術　心筋電極の場合,35200 ,,2 ,70400 ,2 ,70400 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両室ペーシング機能付き植込型除細動器移植術　経静脈電極の場合,35200 ,,155 ,5456000 ,155 ,5456000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両室ペーシング機能付き植込型除細動器交換術　心筋電極の場合,7200 ,,2 ,14400 ,2 ,14400 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,両室ペーシング機能付き植込型除細動器交換術　経静脈電極の場合,7200 ,,67 ,482400 ,67 ,482400 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経静脈電極抜去術　レーザーシースを用いるもの,28600 ,,47 ,1344200 ,47 ,1344200 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経静脈電極抜去術　レーザーシースを用いないもの,22210 ,,31 ,688510 ,31 ,688510 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈バルーンパンピング法（ＩＡＢＰ法）　初日　 ,8780 ,,805 ,7067900 ,788 ,6918640 ,17 ,149260 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,大動脈バルーンパンピング法（ＩＡＢＰ法）　２日目以降,4230 ,,3347 ,14157810 ,3347 ,14157810 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　初日,30150 ,,3359 ,101273850 ,3359 ,101273850 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　初日　補助循環併施　加算,4800 ,*,5 ,24000 ,5 ,24000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　初日　選択的冠灌流併施　加算,4800 ,*,740 ,3552000 ,740 ,3552000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　初日　逆行性冠灌流併施　加算,4800 ,*,1284 ,6163200 ,1284 ,6163200 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　初日　選択的脳灌流　加算,7000 ,*,743 ,5201000 ,743 ,5201000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,人工心肺（１日につき）　２日目以降,3000 ,,25 ,75000 ,25 ,75000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,体外式膜型人工肺（１日につき）　初日,30150 ,,58 ,1748700 ,58 ,1748700 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,体外式膜型人工肺（１日につき）　２日目以降,3000 ,,618 ,1854000 ,618 ,1854000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的心肺補助法（１日につき）　初日,11100 ,,472 ,5239200 ,467 ,5183700 ,5 ,55500 
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的心肺補助法（１日につき）　２日目以降,3120 ,,737 ,2299440 ,737 ,2299440 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的循環補助法　ポンプカテーテルを使用（１日につき）　初日,11100 ,,126 ,1398600 ,126 ,1398600 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,経皮的循環補助法　ポンプカテーテルを使用（１日につき）　２日目以降,3680 ,,1141 ,4198880 ,1141 ,4198880 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,補助人工心臓（１日につき）　初日,54370 ,,2 ,108740 ,2 ,108740 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,補助人工心臓（１日につき）　２日目以降30日目まで,5000 ,,64 ,320000 ,64 ,320000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,補助人工心臓（１日につき）　31日目以降,4000 ,,82 ,328000 ,82 ,328000 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,小児補助人工心臓（１日につき）　初日,63150 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,小児補助人工心臓（１日につき）　２日目以降30日目まで,8680 ,,-,-,-,-,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,小児補助人工心臓（１日につき）　31日目以降,7680 ,,586 ,4500480 ,586 ,4500480 ,-,-
手術計,心・脈管小計－（心，心膜，肺動静脈，冠血管等）,植込型補助人工心臓（非拍動流型）　初日（１日につき）,58500 ,,6 ,351000 ,6 ,351000 ,-,-
